call_centre_code,campaign_id,date_sent,lead_id
1,3,2023/03/30,AB_547255660
1,1,2023/03/29,AB_408385661
1,3,2023/03/30,AB_870305662
2,2,2023/03/29,AB_535945663
1,1,2023/03/30,AB_976865664
1,1,2023/03/29,AB_238635665
1,3,2023/03/30,AB_840695666
2,1,2023/03/29,AB_602185667
1,2,2023/03/30,AB_353625668
1,1,2023/03/29,AB_865445669
1,2,2023/03/30,AB_695335670
1,1,2023/03/29,AB_507075671
2,2,2023/03/30,AB_177205672
1,3,2023/03/29,AB_163695673
2,2,2023/03/30,AB_476635674
1,1,2023/03/29,AB_555975675
1,1,2023/03/30,AB_534605676
1,1,2023/03/29,AB_102525677
1,3,2023/03/30,AB_413055678
1,1,2023/03/29,AB_254015679
2,2,2023/03/30,AB_357195680
2,3,2023/03/29,AB_520305681
1,3,2023/03/30,AB_807715682
2,1,2023/03/29,AB_773745683
1,1,2023/03/30,AB_109295684
2,2,2023/03/29,AB_492035685
2,1,2023/03/30,AB_521935686
2,2,2023/03/29,AB_262545687
1,2,2023/03/30,AB_310915688
1,2,2023/03/29,AB_249485689
1,1,2023/03/30,AB_801095690
1,3,2023/03/29,AB_530995691
2,3,2023/03/30,AB_676635692
1,2,2023/03/29,AB_974845693
1,1,2023/03/30,AB_721985694
2,2,2023/03/29,AB_134365695
2,2,2023/03/30,AB_323615696
2,2,2023/03/29,AB_586185697
2,1,2023/03/30,AB_644755698
2,2,2023/03/29,AB_741175699
2,1,2023/03/30,AB_936735700
2,3,2023/03/29,AB_680495701
2,2,2023/03/30,AB_501165702
1,2,2023/03/29,AB_971675703
2,2,2023/03/30,AB_850885704
1,2,2023/03/29,AB_303765705
1,1,2023/03/30,AB_183665706
2,3,2023/03/29,AB_139945707
2,2,2023/03/30,AB_546275708
1,1,2023/03/29,AB_830445709
2,3,2023/03/30,AB_797245710
2,1,2023/03/29,AB_906795711
1,2,2023/03/30,AB_688525712
1,3,2023/03/29,AB_327555713
2,3,2023/03/30,AB_708405714
1,3,2023/03/29,AB_710615715
1,1,2023/03/30,AB_170935716
2,2,2023/03/29,AB_444345717
1,1,2023/03/30,AB_348465718
1,1,2023/03/29,AB_451445719
1,3,2023/03/30,AB_870755720
2,2,2023/03/29,AB_837585721
2,1,2023/03/30,AB_551235722
1,3,2023/03/29,AB_939615723
1,1,2023/03/30,AB_917645724
1,3,2023/03/29,AB_223385725
2,3,2023/03/30,AB_956655726
2,2,2023/03/29,AB_763865727
2,2,2023/03/30,AB_314725728
1,1,2023/03/29,AB_948395729
2,2,2023/03/30,AB_990845730
1,3,2023/03/29,AB_800035731
1,3,2023/03/30,AB_479885732
2,3,2023/03/29,AB_644105733
2,2,2023/03/30,AB_542625734
1,3,2023/03/29,AB_842205735
1,1,2023/03/30,AB_844375736
1,1,2023/03/29,AB_257895737
2,3,2023/03/30,AB_809825738
1,3,2023/03/29,AB_120775739
2,1,2023/03/30,AB_853925740
2,2,2023/03/29,AB_852965741
2,3,2023/03/30,AB_367205742
2,2,2023/03/29,AB_133745743
2,1,2023/03/30,AB_187115744
1,3,2023/03/29,AB_264935745
2,2,2023/03/30,AB_224365746
1,2,2023/03/29,AB_174065747
2,1,2023/03/30,AB_729705748
2,3,2023/03/29,AB_963505749
1,2,2023/03/30,AB_965805750
2,1,2023/03/29,AB_483205751
2,3,2023/03/30,AB_593785752
2,2,2023/03/29,AB_350045753
2,1,2023/03/30,AB_525255754
1,3,2023/03/29,AB_692435755
2,1,2023/03/30,AB_768345756
2,3,2023/03/29,AB_394615757
2,2,2023/03/30,AB_410855758
1,3,2023/03/29,AB_606825759
1,3,2023/03/30,AB_662065760
1,3,2023/03/29,AB_673055761
1,2,2023/03/30,AB_733105762
1,2,2023/03/29,AB_438105763
2,3,2023/03/30,AB_137335764
1,1,2023/03/29,AB_409285765
2,1,2023/03/30,AB_878125766
1,3,2023/03/29,AB_271125767
1,3,2023/03/30,AB_596845768
2,2,2023/03/29,AB_988095769
1,1,2023/03/30,AB_506015770
2,1,2023/03/29,AB_602565771
2,3,2023/03/30,AB_648845772
1,1,2023/03/29,AB_891535773
2,3,2023/03/30,AB_433175774
1,2,2023/03/29,AB_203735775
1,3,2023/03/30,AB_178275776
1,2,2023/03/29,AB_551665777
2,1,2023/03/30,AB_737165778
2,2,2023/03/29,AB_402215779
2,2,2023/03/30,AB_390165780
1,3,2023/03/29,AB_670975781
1,2,2023/03/30,AB_964535782
1,3,2023/03/29,AB_695565783
2,1,2023/03/30,AB_657815784
2,1,2023/03/29,AB_496685785
1,2,2023/03/30,AB_793485786
1,3,2023/03/29,AB_535965787
1,2,2023/03/30,AB_249145788
1,2,2023/03/29,AB_178165789
1,1,2023/03/30,AB_693965790
1,3,2023/03/29,AB_603425791
1,3,2023/03/30,AB_480845792
1,2,2023/03/29,AB_347305793
1,2,2023/03/30,AB_340945794
2,1,2023/03/29,AB_652535795
1,1,2023/03/30,AB_207565796
1,1,2023/03/29,AB_105115797
2,1,2023/03/30,AB_259325798
2,3,2023/03/29,AB_317695799
2,3,2023/03/30,AB_799595800
1,1,2023/03/29,AB_410565801
2,3,2023/03/30,AB_431395802
1,3,2023/03/29,AB_878145803
1,2,2023/03/30,AB_945795804
2,3,2023/03/29,AB_896995805
1,2,2023/03/30,AB_349645806
1,1,2023/03/29,AB_925645807
1,1,2023/03/30,AB_171275808
2,1,2023/03/29,AB_352935809
1,3,2023/03/30,AB_776425810
2,3,2023/03/29,AB_649325811
2,3,2023/03/30,AB_778685812
1,3,2023/03/29,AB_783465813
1,2,2023/03/30,AB_962045814
1,2,2023/03/29,AB_131575815
2,2,2023/03/30,AB_985155816
2,1,2023/03/29,AB_352395817
1,2,2023/03/30,AB_155495818
1,1,2023/03/29,AB_563575819
2,2,2023/03/30,AB_908355820
1,3,2023/03/29,AB_103965821
1,3,2023/03/30,AB_945575822
2,1,2023/03/29,AB_468065823
2,3,2023/03/30,AB_979825824
2,1,2023/03/29,AB_244355825
2,1,2023/03/30,AB_937125826
2,2,2023/03/29,AB_178845827
2,3,2023/03/30,AB_982655828
2,2,2023/03/29,AB_429115829
1,1,2023/03/30,AB_654525830
1,1,2023/03/29,AB_202195831
2,2,2023/03/30,AB_518035832
2,2,2023/03/29,AB_254225833
2,3,2023/03/30,AB_876885834
1,3,2023/03/29,AB_601305835
2,3,2023/03/30,AB_834735836
2,2,2023/03/29,AB_520795837
1,1,2023/03/30,AB_191435838
2,2,2023/03/29,AB_157005839
1,3,2023/03/30,AB_726105840
1,1,2023/03/29,AB_814845841
1,1,2023/03/30,AB_609445842
2,3,2023/03/29,AB_802345843
1,1,2023/03/30,AB_438675844
1,2,2023/03/29,AB_316275845
1,1,2023/03/30,AB_730065846
2,1,2023/03/29,AB_120835847
1,1,2023/03/30,AB_380365848
1,1,2023/03/29,AB_735935849
2,3,2023/03/30,AB_947105850
1,1,2023/03/29,AB_296335851
2,1,2023/03/30,AB_558105852
1,2,2023/03/29,AB_252565853
2,1,2023/03/30,AB_387315854
2,1,2023/03/29,AB_142145855
1,1,2023/03/30,AB_862285856
2,1,2023/03/29,AB_531415857
2,2,2023/03/30,AB_420985858
1,3,2023/03/29,AB_996335859
1,1,2023/03/30,AB_235725860
1,3,2023/03/29,AB_600085861
1,3,2023/03/30,AB_525065862
1,1,2023/03/29,AB_199075863
1,3,2023/03/30,AB_349705864
2,1,2023/03/29,AB_274455865
2,3,2023/03/30,AB_452005866
1,1,2023/03/29,AB_228185867
2,1,2023/03/30,AB_618945868
2,2,2023/03/29,AB_109985869
2,2,2023/03/30,AB_966705870
2,1,2023/03/29,AB_798215871
1,1,2023/03/30,AB_603405872
1,3,2023/03/29,AB_654645873
1,2,2023/03/30,AB_774705874
2,1,2023/03/29,AB_831685875
1,2,2023/03/30,AB_719175876
1,2,2023/03/29,AB_309565877
2,3,2023/03/30,AB_119385878
2,2,2023/03/29,AB_986825879
2,3,2023/03/30,AB_497065880
1,2,2023/03/29,AB_379445881
1,2,2023/03/30,AB_562215882
2,1,2023/03/29,AB_606125883
1,3,2023/03/30,AB_190365884
2,1,2023/03/29,AB_971545885
2,1,2023/03/30,AB_796825886
1,2,2023/03/29,AB_296605887
2,1,2023/03/30,AB_889185888
1,1,2023/03/29,AB_705865889
2,2,2023/03/30,AB_347675890
1,2,2023/03/29,AB_555775891
1,2,2023/03/30,AB_301455892
2,2,2023/03/29,AB_219405893
1,3,2023/03/30,AB_175285894
2,2,2023/03/29,AB_150185895
2,1,2023/03/30,AB_143625896
1,3,2023/03/29,AB_686465897
1,3,2023/03/30,AB_538135898
2,2,2023/03/29,AB_802975899
1,1,2023/03/30,AB_905565900
1,3,2023/03/29,AB_549325901
2,2,2023/03/30,AB_543775902
1,2,2023/03/29,AB_613075903
2,3,2023/03/30,AB_741685904
1,3,2023/03/29,AB_331835905
1,1,2023/03/30,AB_817975906
1,2,2023/03/29,AB_185785907
2,2,2023/03/30,AB_348025908
1,1,2023/03/29,AB_397935909
1,1,2023/03/30,AB_270635910
1,1,2023/03/29,AB_624185911
2,2,2023/03/30,AB_627555912
2,3,2023/03/29,AB_655945913
2,3,2023/03/30,AB_921125914
1,3,2023/03/29,AB_984645915
2,3,2023/03/30,AB_359785916
2,1,2023/03/29,AB_851755917
1,1,2023/03/30,AB_406805918
2,3,2023/03/29,AB_864345919
2,1,2023/03/30,AB_429585920
2,3,2023/03/29,AB_380785921
1,2,2023/03/30,AB_549085922
2,2,2023/03/29,AB_917655923
2,2,2023/03/30,AB_208085924
2,3,2023/03/29,AB_430395925
2,3,2023/03/30,AB_998305926
1,1,2023/03/29,AB_899875927
2,2,2023/03/30,AB_140365928
1,2,2023/03/29,AB_218555929
2,2,2023/03/30,AB_931895930
2,1,2023/03/29,AB_790575931
1,1,2023/03/30,AB_246045932
1,2,2023/03/29,AB_354485933
1,3,2023/03/30,AB_334085934
2,1,2023/03/29,AB_738705935
2,2,2023/03/30,AB_378145936
1,2,2023/03/29,AB_731015937
1,2,2023/03/30,AB_202165938
1,3,2023/03/29,AB_768715939
2,1,2023/03/30,AB_472185940
2,3,2023/03/29,AB_281625941
2,3,2023/03/30,AB_873225942
2,3,2023/03/29,AB_281245943
2,1,2023/03/30,AB_825775944
1,3,2023/03/29,AB_907655945
2,1,2023/03/30,AB_269745946
2,1,2023/03/29,AB_517005947
2,1,2023/03/30,AB_973905948
1,2,2023/03/29,AB_476655949
2,3,2023/03/30,AB_407785950
2,1,2023/03/29,AB_472895951
1,3,2023/03/30,AB_108185952
1,3,2023/03/29,AB_403985953
2,3,2023/03/30,AB_196575954
1,2,2023/03/29,AB_568835955
2,1,2023/03/30,AB_308065956
2,1,2023/03/29,AB_526665957
2,3,2023/03/30,AB_103685958
2,1,2023/03/29,AB_113065959
2,1,2023/03/30,AB_492385960
2,2,2023/03/29,AB_235045961
1,2,2023/03/30,AB_147335962
1,2,2023/03/29,AB_647475963
1,1,2023/03/30,AB_316885964
1,1,2023/03/29,AB_253405965
2,1,2023/03/30,AB_471745966
1,3,2023/03/29,AB_363675967
1,3,2023/03/30,AB_391715968
1,2,2023/03/29,AB_792375969
2,3,2023/03/30,AB_426335970
1,3,2023/03/29,AB_810535971
1,3,2023/03/30,AB_258745972
2,2,2023/03/29,AB_649975973
2,1,2023/03/30,AB_863165974
2,3,2023/03/29,AB_202665975
1,3,2023/03/30,AB_561545976
1,2,2023/03/29,AB_806855977
1,1,2023/03/30,AB_208025978
2,2,2023/03/29,AB_199085979
1,3,2023/03/30,AB_717565980
2,3,2023/03/29,AB_396645981
2,3,2023/03/30,AB_456915982
2,1,2023/03/29,AB_673845983
1,2,2023/03/30,AB_774575984
2,3,2023/03/29,AB_536265985
1,3,2023/03/30,AB_289295986
1,3,2023/03/29,AB_960995987
2,3,2023/03/30,AB_876885988
1,3,2023/03/29,AB_910595989
1,1,2023/03/30,AB_976275990
1,2,2023/03/29,AB_452865991
1,2,2023/03/30,AB_295105992
2,3,2023/03/29,AB_295375993
1,1,2023/03/30,AB_521055994
1,1,2023/03/29,AB_274595995
1,3,2023/03/30,AB_819225996
1,1,2023/03/29,AB_567215997
2,1,2023/03/30,AB_547985998
1,2,2023/03/29,AB_921545999
2,1,2023/03/30,AB_450136000
2,1,2023/03/29,AB_931276001
2,1,2023/03/30,AB_363276002
2,3,2023/03/29,AB_232556003
1,3,2023/03/30,AB_593676004
2,3,2023/03/29,AB_526176005
2,1,2023/03/30,AB_180446006
1,2,2023/03/29,AB_809496007
1,3,2023/03/30,AB_680686008
1,3,2023/03/29,AB_359136009
1,1,2023/03/30,AB_875766010
2,3,2023/03/29,AB_241456011
1,1,2023/03/30,AB_740906012
2,1,2023/03/29,AB_240096013
1,2,2023/03/30,AB_981186014
2,2,2023/03/29,AB_926586015
2,3,2023/03/30,AB_685236016
2,1,2023/03/29,AB_703226017
2,1,2023/03/30,AB_905406018
2,2,2023/03/29,AB_777906019
1,2,2023/03/30,AB_587026020
2,1,2023/03/29,AB_424536021
2,1,2023/03/30,AB_207456022
2,1,2023/03/29,AB_238396023
2,1,2023/03/30,AB_827966024
2,2,2023/03/29,AB_313616025
1,1,2023/03/30,AB_434616026
2,2,2023/03/29,AB_691826027
1,1,2023/03/30,AB_620306028
1,3,2023/03/29,AB_525856029
2,3,2023/03/30,AB_701836030
1,3,2023/03/29,AB_472216031
1,3,2023/03/30,AB_299166032
1,3,2023/03/29,AB_580716033
1,1,2023/03/30,AB_823256034
2,2,2023/03/29,AB_357766035
1,2,2023/03/30,AB_190426036
2,2,2023/03/29,AB_311966037
1,2,2023/03/30,AB_789156038
1,1,2023/03/29,AB_751936039
1,1,2023/03/30,AB_533856040
1,2,2023/03/29,AB_779816041
1,1,2023/03/30,AB_523936042
2,3,2023/03/29,AB_682926043
2,2,2023/03/30,AB_460446044
2,1,2023/03/29,AB_374816045
1,2,2023/03/30,AB_257656046
2,2,2023/03/29,AB_654116047
1,1,2023/03/30,AB_241216048
2,3,2023/03/29,AB_245566049
2,1,2023/03/30,AB_444686050
2,2,2023/03/29,AB_183976051
1,1,2023/03/30,AB_145326052
1,1,2023/03/29,AB_758156053
1,1,2023/03/30,AB_906266054
2,3,2023/03/29,AB_424456055
1,2,2023/03/30,AB_947136056
1,2,2023/03/29,AB_913646057
1,3,2023/03/30,AB_329196058
1,1,2023/03/29,AB_200346059
2,1,2023/03/30,AB_548056060
2,2,2023/03/29,AB_615686061
2,1,2023/03/30,AB_971556062
2,3,2023/03/29,AB_681706063
2,2,2023/03/30,AB_251496064
1,1,2023/03/29,AB_408686065
2,2,2023/03/30,AB_836286066
2,3,2023/03/29,AB_720496067
1,1,2023/03/30,AB_774786068
2,3,2023/03/29,AB_623466069
2,3,2023/03/30,AB_711526070
1,2,2023/03/29,AB_273986071
2,3,2023/03/30,AB_978896072
1,1,2023/03/29,AB_271816073
2,2,2023/03/30,AB_864086074
1,2,2023/03/29,AB_509856075
2,1,2023/03/30,AB_811946076
1,1,2023/03/29,AB_705406077
1,3,2023/03/30,AB_206816078
2,3,2023/03/29,AB_493956079
2,3,2023/03/30,AB_210576080
2,3,2023/03/29,AB_869016081
1,1,2023/03/30,AB_411566082
1,2,2023/03/29,AB_528296083
1,1,2023/03/30,AB_884046084
1,2,2023/03/29,AB_321636085
2,3,2023/03/30,AB_838946086
2,3,2023/03/29,AB_187976087
2,1,2023/03/30,AB_701936088
1,3,2023/03/29,AB_667146089
1,3,2023/03/30,AB_436506090
1,2,2023/03/29,AB_939456091
2,2,2023/03/30,AB_557286092
1,3,2023/03/29,AB_404096093
1,3,2023/03/30,AB_942886094
2,2,2023/03/29,AB_563856095
1,2,2023/03/30,AB_850036096
2,1,2023/03/29,AB_247456097
2,3,2023/03/30,AB_748616098
2,2,2023/03/29,AB_908986099
2,1,2023/03/30,AB_629746100
2,2,2023/03/29,AB_454646101
1,2,2023/03/30,AB_120186102
1,1,2023/03/29,AB_276266103
1,3,2023/03/30,AB_932676104
2,1,2023/03/29,AB_380326105
1,2,2023/03/30,AB_649706106
1,3,2023/03/29,AB_367576107
2,1,2023/03/30,AB_528856108
2,1,2023/03/29,AB_984536109
1,3,2023/03/30,AB_150006110
2,3,2023/03/29,AB_350476111
1,2,2023/03/30,AB_948566112
1,3,2023/03/29,AB_472616113
1,3,2023/03/30,AB_179826114
2,2,2023/03/29,AB_290906115
2,3,2023/03/30,AB_233586116
2,1,2023/03/29,AB_988406117
2,3,2023/03/30,AB_647176118
1,2,2023/03/29,AB_944546119
2,3,2023/03/30,AB_481856120
1,3,2023/03/29,AB_328106121
2,3,2023/03/30,AB_541846122
1,3,2023/03/29,AB_287956123
1,1,2023/03/30,AB_807866124
1,3,2023/03/29,AB_358686125
2,2,2023/03/30,AB_512696126
1,2,2023/03/29,AB_495226127
1,2,2023/03/30,AB_725866128
1,2,2023/03/29,AB_794696129
2,3,2023/03/30,AB_746716130
2,3,2023/03/29,AB_335196131
2,2,2023/03/30,AB_711806132
2,2,2023/03/29,AB_427926133
1,1,2023/03/30,AB_176196134
2,3,2023/03/29,AB_336266135
2,3,2023/03/30,AB_730706136
1,3,2023/03/29,AB_885826137
1,2,2023/03/30,AB_394376138
1,2,2023/03/29,AB_325066139
1,2,2023/03/30,AB_278166140
2,2,2023/03/29,AB_791136141
1,1,2023/03/30,AB_337286142
2,1,2023/03/29,AB_376486143
1,3,2023/03/30,AB_517206144
1,1,2023/03/29,AB_754226145
1,3,2023/03/30,AB_679306146
2,2,2023/03/29,AB_207926147
1,1,2023/03/30,AB_469006148
1,3,2023/03/29,AB_221226149
1,1,2023/03/30,AB_146276150
2,1,2023/03/29,AB_505976151
1,3,2023/03/30,AB_973586152
1,3,2023/03/29,AB_994106153
2,3,2023/03/30,AB_310926154
2,1,2023/03/29,AB_164506155
1,1,2023/03/30,AB_140306156
2,3,2023/03/29,AB_432966157
2,1,2023/03/30,AB_353186158
1,2,2023/03/29,AB_580716159
1,1,2023/03/30,AB_476746160
2,1,2023/03/29,AB_775556161
1,2,2023/03/30,AB_954446162
2,2,2023/03/29,AB_200786163
2,3,2023/03/30,AB_243266164
2,2,2023/03/29,AB_866436165
2,1,2023/03/30,AB_689716166
2,2,2023/03/29,AB_709456167
2,3,2023/03/30,AB_249616168
1,1,2023/03/29,AB_228286169
1,2,2023/03/30,AB_458096170
2,3,2023/03/29,AB_959996171
1,2,2023/03/30,AB_599756172
1,1,2023/03/29,AB_261266173
2,2,2023/03/30,AB_133856174
1,2,2023/03/29,AB_794686175
2,2,2023/03/30,AB_142096176
1,2,2023/03/29,AB_303306177
2,2,2023/03/30,AB_343846178
2,3,2023/03/29,AB_274006179
2,3,2023/03/30,AB_878046180
2,3,2023/03/29,AB_800176181
1,2,2023/03/30,AB_837916182
2,3,2023/03/29,AB_215186183
2,1,2023/03/30,AB_232306184
2,3,2023/03/29,AB_407256185
2,2,2023/03/30,AB_763666186
2,3,2023/03/29,AB_230736187
2,3,2023/03/30,AB_995576188
2,2,2023/03/29,AB_172606189
2,3,2023/03/30,AB_332186190
1,1,2023/03/29,AB_647406191
2,1,2023/03/30,AB_979546192
1,2,2023/03/29,AB_366066193
2,2,2023/03/30,AB_171616194
1,1,2023/03/29,AB_355696195
2,1,2023/03/30,AB_715916196
2,2,2023/03/29,AB_895986197
2,2,2023/03/30,AB_753256198
2,3,2023/03/29,AB_924566199
2,3,2023/03/30,AB_493596200
1,2,2023/03/29,AB_171286201
1,3,2023/03/30,AB_306006202
2,1,2023/03/29,AB_412746203
1,3,2023/03/30,AB_794956204
1,2,2023/03/29,AB_769826205
1,2,2023/03/30,AB_710026206
2,2,2023/03/29,AB_781426207
2,3,2023/03/30,AB_525676208
1,2,2023/03/29,AB_514126209
1,3,2023/03/30,AB_917986210
2,2,2023/03/29,AB_488726211
2,2,2023/03/30,AB_288676212
2,3,2023/03/29,AB_528526213
2,3,2023/03/30,AB_856466214
2,3,2023/03/29,AB_804506215
2,1,2023/03/30,AB_634296216
2,1,2023/03/29,AB_488116217
1,1,2023/03/30,AB_987846218
2,3,2023/03/29,AB_845806219
2,2,2023/03/30,AB_349006220
2,2,2023/03/29,AB_343326221
1,1,2023/03/30,AB_323056222
2,3,2023/03/29,AB_718966223
2,3,2023/03/30,AB_351056224
2,2,2023/03/29,AB_725426225
1,2,2023/03/30,AB_278756226
1,3,2023/03/29,AB_510816227
1,3,2023/03/30,AB_765586228
2,3,2023/03/29,AB_962926229
2,1,2023/03/30,AB_893746230
2,3,2023/03/29,AB_428396231
2,1,2023/03/30,AB_311786232
1,3,2023/03/29,AB_284146233
2,3,2023/03/30,AB_215226234
1,3,2023/03/29,AB_771636235
2,1,2023/03/30,AB_967726236
1,3,2023/03/29,AB_697206237
2,2,2023/03/30,AB_302606238
2,2,2023/03/29,AB_366416239
2,3,2023/03/30,AB_859166240
2,1,2023/03/29,AB_303906241
1,1,2023/03/30,AB_178186242
2,3,2023/03/29,AB_194886243
1,1,2023/03/30,AB_320046244
1,1,2023/03/29,AB_501586245
1,3,2023/03/30,AB_555516246
1,3,2023/03/29,AB_573796247
2,3,2023/03/30,AB_904776248
2,3,2023/03/29,AB_357466249
1,1,2023/03/30,AB_280306250
2,2,2023/03/29,AB_190016251
2,2,2023/03/30,AB_814326252
2,2,2023/03/29,AB_862386253
2,1,2023/03/30,AB_889706254
1,1,2023/03/29,AB_339476255
1,2,2023/03/30,AB_794246256
2,1,2023/03/29,AB_326916257
1,2,2023/03/30,AB_179506258
1,1,2023/03/29,AB_255646259
2,1,2023/03/30,AB_627036260
2,2,2023/03/29,AB_412436261
1,2,2023/03/30,AB_484286262
2,1,2023/03/29,AB_711596263
2,2,2023/03/30,AB_654786264
1,1,2023/03/29,AB_253696265
1,1,2023/03/30,AB_586866266
2,2,2023/03/29,AB_582176267
1,2,2023/03/30,AB_408886268
1,1,2023/03/29,AB_619706269
1,2,2023/03/30,AB_352396270
1,2,2023/03/29,AB_340586271
2,2,2023/03/30,AB_480786272
2,3,2023/03/29,AB_328446273
2,2,2023/03/30,AB_669716274
1,2,2023/03/29,AB_172746275
1,2,2023/03/30,AB_446776276
1,2,2023/03/29,AB_851376277
2,3,2023/03/30,AB_585586278
1,1,2023/03/29,AB_557746279
2,2,2023/03/30,AB_357666280
2,2,2023/03/29,AB_239806281
2,1,2023/03/30,AB_813106282
1,1,2023/03/29,AB_891246283
2,3,2023/03/30,AB_133716284
2,1,2023/03/29,AB_957166285
2,2,2023/03/30,AB_892936286
1,2,2023/03/29,AB_768496287
2,2,2023/03/30,AB_109266288
1,3,2023/03/29,AB_427806289
1,1,2023/03/30,AB_576876290
1,3,2023/03/29,AB_606736291
1,2,2023/03/30,AB_179696292
2,2,2023/03/29,AB_898616293
1,1,2023/03/30,AB_612316294
2,2,2023/03/29,AB_209676295
1,2,2023/03/30,AB_381196296
2,3,2023/03/29,AB_157856297
2,2,2023/03/30,AB_126746298
2,1,2023/03/29,AB_278486299
1,2,2023/03/30,AB_358596300
1,3,2023/03/29,AB_387126301
1,3,2023/03/30,AB_356596302
1,3,2023/03/29,AB_256636303
2,3,2023/03/30,AB_785916304
2,1,2023/03/29,AB_838086305
1,3,2023/03/30,AB_696446306
1,2,2023/03/29,AB_401756307
2,3,2023/03/30,AB_543806308
1,3,2023/03/29,AB_152856309
2,3,2023/03/30,AB_433316310
1,3,2023/03/29,AB_649366311
1,3,2023/03/30,AB_205496312
2,2,2023/03/29,AB_152796313
1,2,2023/03/30,AB_169046314
1,3,2023/03/29,AB_245436315
2,2,2023/03/30,AB_975696316
2,3,2023/03/29,AB_275416317
2,3,2023/03/30,AB_164216318
2,1,2023/03/29,AB_257236319
1,2,2023/03/30,AB_798736320
1,3,2023/03/29,AB_249706321
2,2,2023/03/30,AB_414766322
1,3,2023/03/29,AB_691956323
1,3,2023/03/30,AB_931486324
2,1,2023/03/29,AB_652746325
2,3,2023/03/30,AB_612386326
1,2,2023/03/29,AB_553426327
1,3,2023/03/30,AB_602096328
1,1,2023/03/29,AB_115576329
1,1,2023/03/30,AB_158206330
1,2,2023/03/29,AB_489316331
2,3,2023/03/30,AB_678496332
2,2,2023/03/29,AB_358696333
1,3,2023/03/30,AB_252126334
1,1,2023/03/29,AB_393476335
1,3,2023/03/30,AB_350986336
2,3,2023/03/29,AB_895126337
1,2,2023/03/30,AB_832986338
2,1,2023/03/29,AB_760896339
1,3,2023/03/30,AB_561346340
1,2,2023/03/29,AB_796346341
1,2,2023/03/30,AB_594086342
1,2,2023/03/29,AB_368816343
1,3,2023/03/30,AB_720486344
2,3,2023/03/29,AB_418106345
2,3,2023/03/30,AB_555306346
1,1,2023/03/29,AB_177586347
1,3,2023/03/30,AB_221356348
2,2,2023/03/29,AB_183716349
1,2,2023/03/30,AB_207706350
2,3,2023/03/29,AB_926316351
1,3,2023/03/30,AB_473186352
1,1,2023/03/29,AB_641386353
2,1,2023/03/30,AB_470346354
2,3,2023/03/29,AB_766926355
1,3,2023/03/30,AB_106676356
1,1,2023/03/29,AB_710076357
2,2,2023/03/30,AB_759996358
1,1,2023/03/29,AB_464206359
1,3,2023/03/30,AB_968766360
2,1,2023/03/29,AB_828096361
1,3,2023/03/30,AB_943056362
2,3,2023/03/29,AB_132906363
1,1,2023/03/30,AB_939836364
2,3,2023/03/29,AB_253186365
1,2,2023/03/30,AB_801666366
1,3,2023/03/29,AB_754886367
1,1,2023/03/30,AB_260386368
2,2,2023/03/29,AB_520066369
2,1,2023/03/30,AB_451976370
1,2,2023/03/29,AB_869596371
2,1,2023/03/30,AB_672616372
2,1,2023/03/29,AB_509886373
2,2,2023/03/30,AB_842386374
2,2,2023/03/29,AB_730536375
2,1,2023/03/30,AB_318226376
1,2,2023/03/29,AB_125296377
2,1,2023/03/30,AB_791836378
1,3,2023/03/29,AB_549036379
2,1,2023/03/30,AB_620586380
2,1,2023/03/29,AB_383306381
2,3,2023/03/30,AB_661326382
1,2,2023/03/29,AB_927076383
1,1,2023/03/30,AB_227036384
2,1,2023/03/29,AB_823546385
2,3,2023/03/30,AB_515676386
2,1,2023/03/29,AB_325976387
2,2,2023/03/30,AB_125216388
2,2,2023/03/29,AB_176746389
2,3,2023/03/30,AB_671086390
2,1,2023/03/29,AB_792246391
1,3,2023/03/30,AB_494626392
2,3,2023/03/29,AB_363086393
2,3,2023/03/30,AB_418066394
1,3,2023/03/29,AB_203416395
2,3,2023/03/30,AB_916286396
2,1,2023/03/29,AB_425616397
2,2,2023/03/30,AB_842576398
1,2,2023/03/29,AB_530416399
2,2,2023/03/30,AB_514066400
2,2,2023/03/29,AB_655836401
2,2,2023/03/30,AB_808466402
1,2,2023/03/29,AB_128796403
2,1,2023/03/30,AB_478246404
1,1,2023/03/29,AB_257566405
1,2,2023/03/30,AB_978656406
2,3,2023/03/29,AB_327826407
1,2,2023/03/30,AB_618876408
2,1,2023/03/29,AB_610236409
2,2,2023/03/30,AB_379746410
1,3,2023/03/29,AB_168306411
1,2,2023/03/30,AB_392176412
1,3,2023/03/29,AB_611856413
2,3,2023/03/30,AB_402206414
1,1,2023/03/29,AB_629296415
2,2,2023/03/30,AB_410486416
2,1,2023/03/29,AB_205286417
1,2,2023/03/30,AB_919376418
2,2,2023/03/29,AB_714216419
1,3,2023/03/30,AB_418166420
1,1,2023/03/29,AB_460646421
1,1,2023/03/30,AB_553316422
1,3,2023/03/29,AB_678966423
1,1,2023/03/30,AB_355096424
1,3,2023/03/29,AB_730096425
2,1,2023/03/30,AB_456466426
2,1,2023/03/29,AB_278466427
1,3,2023/03/30,AB_381056428
2,3,2023/03/29,AB_765966429
2,3,2023/03/30,AB_848696430
2,3,2023/03/29,AB_453586431
1,2,2023/03/30,AB_249826432
1,3,2023/03/29,AB_891546433
2,3,2023/03/30,AB_902746434
2,1,2023/03/29,AB_783156435
